BATTERY_TYPES,B_rt_eff,B_dod,B_cost_e,B_cost_p,B_power_rating,B_O_M,Energy_Life,Power_Life,Replacement_Fraction_E,Replacement_Fraction_P
Li-ion LFP,0.875,0.9,487,530,1,9,10,10,0.85,0.8
Vanadium Flow,0.7,1,997,1270,0.25,6,20,15,0.5,0.85
